tf	group	offset_bp	cutsite_cpm	n_sites	total_motif_hits	signal_column	site_coordinate	lineage
RUNX3	B_cell	-187	0.003479920541135779	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-186	0.0031863784695913564	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-185	0.003363330600205173	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-184	0.0034154239811104805	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-183	0.00353821551481305	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-182	0.003385656332365776	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-181	0.003174802167643038	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-180	0.0029813124623655446	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-179	0.0032802292515856837	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-178	0.0034088089479243286	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-177	0.0036258647002798813	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-176	0.003491083409192676	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-175	0.003139246366639387	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-174	0.0031144399971328074	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-173	0.0033488602179271155	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-172	0.003501419399386092	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-171	0.0034807474292775594	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-170	0.0033629171564307724	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-169	0.0032149057972911577	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-168	0.0032682394967706234	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-167	0.00346875768365367	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-166	0.00335878276434613	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-165	0.0032955265102447766	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-164	0.003185551592320854	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-163	0.0032599707144791044	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-162	0.0033033818603249807	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-161	0.0031611586600659085	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-160	0.0033108237725605716	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-159	0.003342245180590112	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-158	0.0032909786708278607	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-157	0.003233924025410068	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-156	0.003311237208428589	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-155	0.0032603841590441436	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-154	0.0031855515977564923	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-153	0.003429894359336517	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-152	0.003097075540355968	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-151	0.0032182133124017864	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-150	0.0031971278964434274	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-149	0.003462969525267276	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-148	0.0034869490133525014	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-147	0.003336870458763544	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-146	0.0032115982832676563	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-145	0.00334307205538987	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-144	0.0034141836637222793	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-143	0.0033327360675683695	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-142	0.0032814695644277146	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-141	0.0033513408455877725	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-140	0.003514236026727825	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-139	0.0035799729121465383	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-138	0.0034017804669117546	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-137	0.003210771409060877	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-136	0.0032426062511794985	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-135	0.0035948567355305926	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-134	0.003589895462321085	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-133	0.0033955788788836206	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-132	0.0034278271637883445	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-131	0.0033529946092211195	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-130	0.003551445584743227	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-129	0.0034728920696108652	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-128	0.003490669970557425	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-127	0.003373253148106635	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-126	0.0034724786330510393	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-125	0.003754857842962502	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-124	0.0037933077093725933	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-123	0.003668862406403378	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-122	0.003521677934614905	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-121	0.0036514979490335597	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-120	0.0035576471748467865	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-119	0.003231443386581644	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-118	0.0033525811666326763	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-117	0.003325294159088311	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-116	0.003568810041223577	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-115	0.0037672610321631324	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-114	0.003621316860467646	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-113	0.0032798158094913894	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-112	0.0034307212334444663	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-111	0.0035663294108945155	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-110	0.0035981642494552642	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-109	0.0033724262576917694	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-108	0.0033811084970997115	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-107	0.00341046269485544	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-106	0.0036250378243929955	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-105	0.003583693866683057	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-104	0.0035630218879763326	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-103	0.003438163145383568	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-102	0.003444364736673085	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-101	0.003687053748455934	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-100	0.003705245086752958	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-99	0.0036395082052874364	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-98	0.003516303220497061	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-97	0.0035588874919384983	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-96	0.003709379484866218	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-95	0.003534494558299936	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-94	0.003518783851517931	37694	37694	cutsite_bigwig	motif_center	T_NK
RUNX3	B_cell	-93	0.003762713180491322	37694	37694	cutsite_bigwig	motif_center	T_NK
